Agency,Type,Distribution,Product,Duration,Destination,Sales,Commision,Age,Claim
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,4,PHILIPPINES,25.0,16.25,26,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,18.0,4.5,26,No
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,29.5,7.38,32,No
JZI,Airlines,Online,Value Plan,17,NEW ZEALAND,45.0,15.75,30,No
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,52,No
JZI,Airlines,Online,Basic Plan,10,PHILIPPINES,22.0,7.7,54,No
TST,Travel Agency,Offline,Travel Cruise Protect,94,THAILAND,30.0,10.5,52,No
JZI,Airlines,Online,Basic Plan,21,SRI LANKA,35.0,12.25,51,No
TST,Travel Agency,Offline,Travel Cruise Protect,3,MALAYSIA,30.0,10.5,22,No
TST,Travel Agency,Offline,Travel Cruise Protect,21,THAILAND,30.0,10.5,52,No
JZI,Airlines,Online,Basic Plan,6,INDONESIA,18.0,6.3,32,No
C2B,Airlines,Online,Bronze Plan,42,SINGAPORE,40.0,10.0,32,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,54,No
JZI,Airlines,Online,Basic Plan,59,INDONESIA,22.0,7.7,79,No
C2B,Airlines,Online,Bronze Plan,76,SINGAPORE,64.2,16.05,39,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,63.5,15.88,26,No
TST,Travel Agency,Offline,Travel Cruise Protect,20,THAILAND,30.0,10.5,71,No
RAB,Airlines,Online,Value Plan,70,BRUNEI DARUSSALAM,15.0,6.0,39,No
JZI,Airlines,Online,Basic Plan,61,"KOREA, REPUBLIC OF",26.0,9.1,34,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,21.0,5.25,39,No
JZI,Airlines,Online,Basic Plan,32,INDONESIA,22.0,7.7,19,No
JZI,Airlines,Online,Value Plan,37,JAPAN,58.0,20.3,42,No
C2B,Airlines,Online,Bronze Plan,92,SINGAPORE,60.0,15.0,37,No
JZI,Airlines,Online,Basic Plan,8,INDONESIA,22.0,7.7,70,No
JZI,Airlines,Online,Basic Plan,21,THAILAND,30.0,10.5,34,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,23.5,5.88,28,No
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,33.5,8.38,31,Yes
C2B,Airlines,Online,Bronze Plan,42,SINGAPORE,18.0,4.5,53,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,24.0,6.0,50,Yes
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,48.5,12.13,56,Yes
ART,Airlines,Online,24 Protect,4,MALAYSIA,19.58,6.85,48,No
JZI,Airlines,Online,Basic Plan,9,THAILAND,22.0,7.7,62,No
C2B,Airlines,Online,Silver Plan,16,SINGAPORE,22.5,5.63,39,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,60.0,15.0,26,No
CBH,Travel Agency,Offline,Comprehensive Plan,5,MALAYSIA,29.0,9.57,71,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,39.0,9.75,39,No
JZI,Airlines,Online,Basic Plan,15,PHILIPPINES,18.0,6.3,41,No
JZI,Airlines,Online,Basic Plan,12,CHINA,35.0,12.25,35,No
TST,Travel Agency,Offline,Travel Cruise Protect,31,THAILAND,30.0,10.5,31,No
JZI,Airlines,Online,Basic Plan,123,CHINA,40.0,14.0,28,No
JZI,Airlines,Online,Basic Plan,33,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,33,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16.0,4.0,33,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,21.0,5.25,30,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,23.5,5.88,24,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,17.55,4.39,32,No
JZI,Airlines,Online,Basic Plan,2,HONG KONG,22.0,7.7,45,No
JZI,Airlines,Online,Basic Plan,67,VIET NAM,30.0,10.5,30,No
JZI,Airlines,Online,Basic Plan,25,MALAYSIA,22.0,7.7,34,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,26,Yes
C2B,Airlines,Online,Silver Plan,51,SINGAPORE,47.5,11.88,55,No
JZI,Airlines,Online,Basic Plan,15,INDIA,22.0,7.7,41,No
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,41.5,10.38,27,No
KML,Travel Agency,Online,Value Plan,12,INDONESIA,22.0,8.36,48,No
JZI,Airlines,Online,Value Plan,37,HONG KONG,58.0,20.3,65,No
TST,Travel Agency,Offline,Travel Cruise Protect,29,THAILAND,0.0,10.5,60,No
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,56.5,14.13,36,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,24,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,22.0,5.5,28,No
JZI,Airlines,Online,Basic Plan,59,AUSTRALIA,35.0,12.25,33,No
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,15.0,3.75,44,Yes
JZI,Airlines,Online,Basic Plan,8,CHINA,26.0,9.1,25,No
JZI,Airlines,Online,Basic Plan,32,PHILIPPINES,52.0,18.2,28,No
JZI,Airlines,Online,Basic Plan,22,INDONESIA,22.0,7.7,56,No
JZI,Airlines,Online,Basic Plan,12,MYANMAR,18.0,6.3,28,No
JZI,Airlines,Online,Basic Plan,4,PHILIPPINES,18.0,6.3,39,No
JZI,Airlines,Online,Basic Plan,80,MYANMAR,52.0,18.2,27,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,17.0,4.25,22,No
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,27.0,6.75,30,No
JZI,Airlines,Online,Basic Plan,7,SRI LANKA,26.0,9.1,49,No
CBH,Travel Agency,Offline,Comprehensive Plan,24,THAILAND,0.0,9.57,69,No
CBH,Travel Agency,Offline,Comprehensive Plan,36,THAILAND,29.0,9.57,63,No
JZI,Airlines,Online,Basic Plan,41,"KOREA, REPUBLIC OF",26.0,9.1,36,No
JZI,Airlines,Online,Basic Plan,27,INDONESIA,37.0,12.95,42,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,13.5,3.38,55,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,18,PHILIPPINES,25.0,16.25,34,No
JZI,Airlines,Online,Basic Plan,72,INDONESIA,33.0,11.55,35,No
RAB,Airlines,Online,Value Plan,19,BRUNEI DARUSSALAM,0.0,6.0,58,No
JZI,Airlines,Online,Value Plan,23,"TAIWAN, PROVINCE OF CHINA",58.0,20.3,47,No
JZI,Airlines,Online,Basic Plan,59,INDONESIA,37.0,12.95,40,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,14.95,3.74,66,No
C2B,Airlines,Online,Bronze Plan,115,SINGAPORE,33.5,8.38,40,Yes
JZI,Airlines,Online,Basic Plan,5,THAILAND,18.0,6.3,52,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,11.5,2.88,18,No
JZI,Airlines,Online,Basic Plan,6,INDONESIA,18.0,6.3,36,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,47.5,11.88,22,Yes
JZI,Airlines,Online,Basic Plan,6,PHILIPPINES,22.0,7.7,57,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,3,MALAYSIA,26.5,17.23,32,No
CBH,Travel Agency,Offline,Comprehensive Plan,62,MALAYSIA,29.0,9.57,38,No
JZI,Airlines,Online,Basic Plan,15,MALAYSIA,22.0,7.7,66,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,59.15,14.79,27,No
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,13.5,3.38,22,No
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,26.5,6.63,32,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,60,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,47.5,11.88,29,No
ART,Airlines,Online,24 Protect,1,PHILIPPINES,2.21,0.77,48,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,26.5,6.63,75,No
KML,Travel Agency,Online,Premier Plan,34,INDONESIA,29.0,11.02,48,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,54.5,13.63,43,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,20.0,5.0,26,No
JZI,Airlines,Online,Basic Plan,88,CHINA,44.0,15.4,45,No
JZI,Airlines,Online,Value Plan,4,INDONESIA,33.0,11.55,59,No
JZI,Airlines,Online,Basic Plan,30,CHINA,44.0,15.4,52,No
JZI,Airlines,Online,Basic Plan,6,MALAYSIA,18.0,6.3,44,No
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,33.5,8.38,65,No
KML,Travel Agency,Online,Premier Plan,33,INDONESIA,38.0,14.44,48,No
JZI,Airlines,Online,Basic Plan,10,MALAYSIA,22.0,7.7,45,No
JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,64,No
JZI,Airlines,Online,Basic Plan,16,HONG KONG,22.0,7.7,64,No
JZI,Airlines,Online,Basic Plan,24,CHINA,35.0,12.25,54,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,43.55,10.89,32,No
RAB,Airlines,Online,Value Plan,56,BRUNEI DARUSSALAM,23.0,9.2,18,No
JZI,Airlines,Online,Basic Plan,20,MACAO,22.0,7.7,42,No
C2B,Airlines,Online,Gold Plan,14,SINGAPORE,35.5,8.88,33,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,50.0,12.5,37,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,27.0,6.75,31,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,22.5,5.63,25,No
C2B,Airlines,Online,Bronze Plan,59,SINGAPORE,53.5,13.38,29,No
JZI,Airlines,Online,Basic Plan,79,PHILIPPINES,37.0,12.95,39,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,23.5,5.88,40,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,25.5,6.38,29,No
JZI,Airlines,Online,Basic Plan,4,MYANMAR,18.0,6.3,45,No
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,45,No
JZI,Airlines,Online,Basic Plan,15,VIET NAM,30.0,10.5,44,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,60.0,15.0,36,No
JZI,Airlines,Online,Basic Plan,15,AUSTRALIA,26.0,9.1,61,No
RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,49,No
JZI,Airlines,Online,Basic Plan,16,PHILIPPINES,22.0,7.7,44,No
JZI,Airlines,Online,Basic Plan,9,MALAYSIA,22.0,7.7,26,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,18.5,4.63,36,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,27.0,6.75,25,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,73,No
JZI,Airlines,Online,Basic Plan,20,INDIA,35.0,12.25,30,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,62,No
JZI,Airlines,Online,Basic Plan,5,MYANMAR,22.0,7.7,51,No
JZI,Airlines,Online,Basic Plan,24,THAILAND,18.0,6.3,31,No
C2B,Airlines,Online,Silver Plan,73,SINGAPORE,62.0,15.5,29,Yes
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,53.0,13.25,34,No
JZI,Airlines,Online,Basic Plan,33,THAILAND,22.0,7.7,68,No
JZI,Airlines,Online,Basic Plan,24,CHINA,26.0,9.1,53,No
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,14.95,3.74,37,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,53.0,13.25,40,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,37.5,9.38,52,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,21.0,5.25,35,No
JZI,Airlines,Online,Basic Plan,11,MACAO,35.0,12.25,53,No
JZI,Airlines,Online,Basic Plan,8,VIET NAM,22.0,7.7,27,No
JZI,Airlines,Online,Basic Plan,70,INDONESIA,18.0,6.3,54,No
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,44,No
JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,44,No
JZI,Airlines,Online,Basic Plan,26,PHILIPPINES,22.0,7.7,34,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,1,MALAYSIA,26.0,6.5,45,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,20.0,5.0,70,No
JZI,Airlines,Online,Basic Plan,6,CHINA,22.0,7.7,47,No
JZI,Airlines,Online,Basic Plan,11,INDIA,40.0,14.0,42,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,18.0,4.5,41,No
JZI,Airlines,Online,Basic Plan,2,INDONESIA,18.0,6.3,44,No
JZI,Airlines,Online,Basic Plan,11,MALAYSIA,22.0,7.7,62,No
JZI,Airlines,Online,Basic Plan,9,PHILIPPINES,18.0,6.3,39,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,35.5,8.88,29,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,23.5,5.88,37,No
JZI,Airlines,Online,Basic Plan,9,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,36,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,22.5,5.63,27,No
JZI,Airlines,Online,Basic Plan,15,CAMBODIA,30.0,10.5,57,No
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,22.5,5.63,23,Yes
JZI,Airlines,Online,Basic Plan,65,CHINA,35.0,12.25,58,No
JZI,Airlines,Online,Basic Plan,2,INDONESIA,18.0,6.3,65,No
JZI,Airlines,Online,Basic Plan,15,MALAYSIA,22.0,7.7,36,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,40.0,10.0,28,No
JZI,Airlines,Online,Basic Plan,18,UNITED KINGDOM,36.0,12.6,55,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,63.5,15.88,20,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,13.5,3.38,69,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,29.5,7.38,21,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,53.5,13.38,25,No
JZI,Airlines,Online,Basic Plan,12,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,33,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,18.0,4.5,29,No
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,23.5,5.88,34,No
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,41.0,10.25,61,No
JZI,Airlines,Online,Basic Plan,8,VIET NAM,30.0,10.5,26,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,53.95,13.49,22,No
JZI,Airlines,Online,Basic Plan,10,PHILIPPINES,22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,58,INDONESIA,22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,10,PHILIPPINES,18.0,6.3,34,No
KML,Travel Agency,Online,Value Plan,13,INDONESIA,28.0,10.64,48,No
TST,Travel Agency,Offline,Travel Cruise Protect,24,MALAYSIA,30.0,10.5,74,No
KML,Travel Agency,Online,Premier Plan,3,INDONESIA,29.0,11.02,48,No
KML,Travel Agency,Online,Value Plan,49,INDONESIA,48.0,18.24,48,No
C2B,Airlines,Online,Silver Plan,2,SINGAPORE,15.0,3.75,40,No
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,39.0,9.75,33,No
JZI,Airlines,Online,Basic Plan,12,THAILAND,30.0,10.5,56,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,23.5,5.88,27,No
JZI,Airlines,Online,Basic Plan,60,CHINA,44.0,15.4,28,No
C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,60.0,15.0,37,No
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,57.85,14.46,33,No
JZI,Airlines,Online,Basic Plan,25,AUSTRALIA,22.0,7.7,57,No
JZI,Airlines,Online,Value Plan,3,INDONESIA,26.0,9.1,37,No
C2B,Airlines,Online,Bronze Plan,38,SINGAPORE,34.5,8.63,29,No
RAB,Airlines,Online,Value Plan,49,BRUNEI DARUSSALAM,15.0,6.0,28,No
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,11.5,2.88,25,No
JZI,Airlines,Online,Basic Plan,32,CHINA,26.0,9.1,37,No
C2B,Airlines,Online,Bronze Plan,57,SINGAPORE,60.0,15.0,31,No
RAB,Airlines,Online,Value Plan,30,BRUNEI DARUSSALAM,31.0,12.4,31,No
CCR,Travel Agency,Offline,Comprehensive Plan,6,THAILAND,29.0,9.57,26,No
JZI,Airlines,Online,Basic Plan,6,HONG KONG,26.0,9.1,46,No
JZI,Airlines,Online,Basic Plan,4,THAILAND,22.0,7.7,33,No
C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,53.5,13.38,49,Yes
C2B,Airlines,Online,Silver Plan,26,SINGAPORE,35.5,8.88,34,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,18.0,4.5,43,No
JZI,Airlines,Online,Basic Plan,31,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,62,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,17.0,4.25,33,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,16,VIET NAM,31.5,20.48,27,No
RAB,Airlines,Online,Value Plan,5,BRUNEI DARUSSALAM,15.0,6.0,37,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,60.0,15.0,36,No
JZI,Airlines,Online,Basic Plan,17,CAMBODIA,22.0,7.7,56,No
JZI,Airlines,Online,Basic Plan,17,MALAYSIA,18.0,6.3,44,No
RAB,Airlines,Online,Value Plan,63,BRUNEI DARUSSALAM,15.0,6.0,56,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,13.5,3.38,58,No
RAB,Airlines,Online,Value Plan,18,BRUNEI DARUSSALAM,15.0,6.0,29,No
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,44.5,11.13,62,No
JZI,Airlines,Online,Basic Plan,7,CHINA,26.0,9.1,34,No
C2B,Airlines,Online,Silver Plan,31,SINGAPORE,49.0,12.25,48,No
JZI,Airlines,Online,Basic Plan,55,CHINA,26.0,9.1,37,Yes
JZI,Airlines,Online,Basic Plan,52,CHINA,44.0,15.4,48,No
JZI,Airlines,Online,Basic Plan,26,PHILIPPINES,33.0,11.55,35,No
TST,Travel Agency,Offline,Travel Cruise Protect,50,MALAYSIA,30.0,10.5,63,No
JZI,Airlines,Online,Basic Plan,23,HONG KONG,26.0,9.1,62,No
RAB,Airlines,Online,Value Plan,26,BRUNEI DARUSSALAM,15.0,6.0,53,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,50.0,12.5,34,No
JZI,Airlines,Online,Basic Plan,11,MALAYSIA,18.0,6.3,73,No
JZI,Airlines,Online,Basic Plan,13,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,60,No
JZI,Airlines,Online,Basic Plan,15,MALAYSIA,18.0,6.3,35,No
C2B,Airlines,Online,Bronze Plan,0,SINGAPORE,14.4,3.6,49,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,18.0,4.5,33,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,53,No
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,29.5,7.38,38,Yes
JZI,Airlines,Online,Basic Plan,7,THAILAND,22.0,7.7,59,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,29.5,7.38,56,No
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,35.5,8.88,26,No
JZI,Airlines,Online,Basic Plan,69,HONG KONG,26.0,9.1,58,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,71,No
TST,Travel Agency,Offline,Travel Cruise Protect,47,THAILAND,30.0,10.5,83,No
JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,55,No
JZI,Airlines,Online,Basic Plan,81,VIET NAM,33.0,11.55,28,No
JZI,Airlines,Online,Basic Plan,24,MYANMAR,30.0,10.5,21,No
JZI,Airlines,Online,Basic Plan,51,HONG KONG,26.0,9.1,62,No
JZI,Airlines,Online,Basic Plan,38,HONG KONG,26.0,9.1,30,No
JZI,Airlines,Online,Basic Plan,10,INDONESIA,18.0,6.3,41,No
JZI,Airlines,Online,Basic Plan,45,MYANMAR,33.0,11.55,27,No
JZI,Airlines,Online,Basic Plan,92,INDONESIA,37.0,12.95,38,No
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,62.0,15.5,45,No
JZI,Airlines,Online,Basic Plan,2,MYANMAR,18.0,6.3,28,No
C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,18.0,4.5,42,No
JZI,Airlines,Online,Basic Plan,10,CHINA,26.0,9.1,49,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,20.0,5.0,39,No
JZI,Airlines,Online,Basic Plan,6,PHILIPPINES,22.0,7.7,33,No
C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,35.5,8.88,41,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,27.0,6.75,31,No
JZI,Airlines,Online,Basic Plan,72,PHILIPPINES,37.0,12.95,54,No
CCR,Travel Agency,Offline,Comprehensive Plan,25,MALAYSIA,29.0,9.57,29,No
ART,Airlines,Online,24 Protect,46,THAILAND,22.94,8.03,48,No
JZI,Airlines,Online,Basic Plan,5,BANGLADESH,26.0,9.1,38,No
C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,19.2,4.8,75,No
C2B,Airlines,Online,Silver Plan,41,SINGAPORE,43.55,10.89,31,No
JZI,Airlines,Online,Value Plan,6,HONG KONG,45.0,15.75,51,No
RAB,Airlines,Online,Value Plan,7,BRUNEI DARUSSALAM,15.0,6.0,49,No
JZI,Airlines,Online,Basic Plan,127,HONG KONG,22.0,7.7,43,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,51,No
JZI,Airlines,Online,Basic Plan,40,THAILAND,18.0,6.3,62,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,47.5,11.88,40,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,8,THAILAND,25.0,16.25,31,No
JZI,Airlines,Online,Basic Plan,26,THAILAND,22.0,7.7,28,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,20.0,5.0,60,No
JZI,Airlines,Online,Basic Plan,28,JAPAN,35.0,12.25,32,No
JZI,Airlines,Online,Basic Plan,11,PHILIPPINES,18.0,6.3,44,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,11.5,2.88,30,No
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,61,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,29.5,7.38,44,No
JZI,Airlines,Online,Basic Plan,50,MALAYSIA,18.0,6.3,39,No
JZI,Airlines,Online,Basic Plan,15,INDIA,35.0,12.25,53,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,61,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,17.55,4.39,58,No
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,40.5,10.13,28,No
JZI,Airlines,Online,Basic Plan,43,CHINA,35.0,12.25,50,No
JZI,Airlines,Online,Basic Plan,76,SRI LANKA,0.0,17.5,45,No
C2B,Airlines,Online,Silver Plan,24,SINGAPORE,15.0,3.75,52,No
JZI,Airlines,Online,Basic Plan,4,MALAYSIA,22.0,7.7,44,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,30.0,7.5,33,No
JZI,Airlines,Online,Basic Plan,14,MALAYSIA,22.0,7.7,46,No
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,60.0,15.0,43,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,13.5,3.38,30,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,22.1,5.53,47,No
JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,38,No
JZI,Airlines,Online,Basic Plan,39,MALAYSIA,18.0,6.3,18,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,40.0,10.0,27,No
JZI,Airlines,Online,Basic Plan,16,INDIA,35.0,12.25,37,No
TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,71,No
JZI,Airlines,Online,Basic Plan,13,THAILAND,22.0,7.7,33,No
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,56.5,14.13,20,Yes
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,25,No
JZI,Airlines,Online,Basic Plan,19,THAILAND,18.0,6.3,45,No
JZI,Airlines,Online,Basic Plan,8,HONG KONG,26.0,9.1,51,No
JZI,Airlines,Online,Value Plan,3,MALAYSIA,26.0,9.1,59,No
JZI,Airlines,Online,Basic Plan,94,MALAYSIA,22.0,7.7,23,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,13.5,3.38,34,No
C2B,Airlines,Online,Bronze Plan,107,SINGAPORE,27.0,6.75,48,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,0.0,4.0,39,No
JZI,Airlines,Online,Basic Plan,17,MACAO,40.0,14.0,30,No
KML,Travel Agency,Online,Value Plan,41,INDONESIA,28.0,10.64,48,No
JZI,Airlines,Online,Basic Plan,43,HONG KONG,26.0,9.1,41,No
JZI,Airlines,Online,Basic Plan,4,THAILAND,18.0,6.3,65,No
JZI,Airlines,Online,Basic Plan,39,JAPAN,35.0,12.25,28,No
JZI,Airlines,Online,Basic Plan,60,INDONESIA,33.0,11.55,39,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,40.5,10.13,32,No
RAB,Airlines,Online,Value Plan,94,BRUNEI DARUSSALAM,15.0,6.0,24,No
JZI,Airlines,Online,Basic Plan,18,INDONESIA,37.0,12.95,33,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,63.5,15.88,29,No
JZI,Airlines,Online,Basic Plan,30,VIET NAM,30.0,10.5,42,No
JZI,Airlines,Online,Basic Plan,34,THAILAND,22.0,7.7,36,No
JZI,Airlines,Online,Basic Plan,6,THAILAND,18.0,6.3,41,No
JZI,Airlines,Online,Basic Plan,40,HONG KONG,22.0,7.7,40,No
C2B,Airlines,Online,Silver Plan,41,SINGAPORE,42.0,10.5,36,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39.0,9.75,30,No
CSR,Travel Agency,Offline,Comprehensive Plan,45,THAILAND,29.0,9.57,61,No
JZI,Airlines,Online,Basic Plan,9,CHINA,35.0,12.25,46,No
JZI,Airlines,Online,Basic Plan,8,THAILAND,22.0,7.7,54,No
JZI,Airlines,Online,Basic Plan,4,"KOREA, REPUBLIC OF",22.0,7.7,29,No
JZI,Airlines,Online,Basic Plan,22,CHINA,26.0,9.1,40,No
JZI,Airlines,Online,Basic Plan,17,INDIA,22.0,7.7,27,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,45.0,11.25,31,No
JZI,Airlines,Online,Basic Plan,0,INDONESIA,18.0,6.3,42,No
JZI,Airlines,Online,Basic Plan,46,THAILAND,58.0,20.3,50,No
KML,Travel Agency,Online,Value Plan,35,INDONESIA,33.0,12.54,48,No
ART,Airlines,Online,24 Protect,26,MALAYSIA,3.82,1.34,48,No
C2B,Airlines,Online,Silver Plan,28,SINGAPORE,41.0,10.25,52,No
C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,13.5,3.38,30,No
